CTUID,DGUID,CTNAME,LANDAREA,PRUID,how_many,X_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID
"5350136.01",2021S05075350136.01,"0136.01",0.192,"35",17,59,2502308,26022823,,"099","099",Mount Pleasant East,Mount Pleasant East (99),Not an NIA or Emerging Neighbourhood,NA,17825665
"5350136.02",2021S05075350136.02,"0136.02",0.2101,"35",9,1,2502366,26022881,,"174","174",South Eglinton-Davisville,South Eglinton-Davisville (174),Not an NIA or Emerging Neighbourhood,NA,17824737
"5350136.02",2021S05075350136.02,"0136.02",0.2101,"35",9,2,2502365,26022880,,"173","173",North Toronto,North Toronto (173),Not an NIA or Emerging Neighbourhood,NA,17824753
"5350136.02",2021S05075350136.02,"0136.02",0.2101,"35",9,59,2502308,26022823,,"099","099",Mount Pleasant East,Mount Pleasant East (99),Not an NIA or Emerging Neighbourhood,NA,17825665
"5350249.04",2021S05075350249.04,"0249.04",0.6869,"35",13,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350249.04",2021S05075350249.04,"0249.04",0.6869,"35",13,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350249.05",2021S05075350249.05,"0249.05",0.6431,"35",7,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350249.05",2021S05075350249.05,"0249.05",0.6431,"35",7,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350249.05",2021S05075350249.05,"0249.05",0.6431,"35",7,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350080.01",2021S05075350080.01,"0080.01",0.4847,"35",26,94,2502273,26022788,,"062","062",East End-Danforth,East End-Danforth (62),Not an NIA or Emerging Neighbourhood,NA,17826225
"5350080.01",2021S05075350080.01,"0080.01",0.4847,"35",26,96,2502271,26022786,,"060","060",Woodbine-Lumsden,Woodbine-Lumsden (60),Not an NIA or Emerging Neighbourhood,NA,17826257
"5350080.02",2021S05075350080.02,"0080.02",0.4044,"35",17,37,2502330,26022845,,"122","122",Birchcliffe-Cliffside,Birchcliffe-Cliffside (122),Not an NIA or Emerging Neighbourhood,NA,17825313
"5350080.02",2021S05075350080.02,"0080.02",0.4044,"35",17,68,2502299,26022814,,"121","121",Oakridge,Oakridge (121),Neighbourhood Improvement Area,NIA,17825809
"5350080.02",2021S05075350080.02,"0080.02",0.4044,"35",17,94,2502273,26022788,,"062","062",East End-Danforth,East End-Danforth (62),Not an NIA or Emerging Neighbourhood,NA,17826225
"5350080.02",2021S05075350080.02,"0080.02",0.4044,"35",17,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350072.01",2021S05075350072.01,"0072.01",0.4061,"35",8,86,2502281,26022796,,"070","070",South Riverdale,South Riverdale (70),Not an NIA or Emerging Neighbourhood,NA,17826097
"5350072.01",2021S05075350072.01,"0072.01",0.4061,"35",8,87,2502280,26022795,,"069","069",Blake-Jones,Blake-Jones (69),Not an NIA or Emerging Neighbourhood,NA,17826113
"5350072.01",2021S05075350072.01,"0072.01",0.4061,"35",8,88,2502279,26022794,,"068","068",North Riverdale,North Riverdale (68),Not an NIA or Emerging Neighbourhood,NA,17826129
"5350072.02",2021S05075350072.02,"0072.02",0.5419,"35",16,86,2502281,26022796,,"070","070",South Riverdale,South Riverdale (70),Not an NIA or Emerging Neighbourhood,NA,17826097
"5350072.02",2021S05075350072.02,"0072.02",0.5419,"35",16,87,2502280,26022795,,"069","069",Blake-Jones,Blake-Jones (69),Not an NIA or Emerging Neighbourhood,NA,17826113
"5350072.02",2021S05075350072.02,"0072.02",0.5419,"35",16,91,2502276,26022791,,"065","065",Greenwood-Coxwell,Greenwood-Coxwell (65),Not an NIA or Emerging Neighbourhood,NA,17826177
"5350159.01",2021S05075350159.01,"0159.01",0.4925,"35",26,66,2502301,26022816,,"091","091",Weston-Pelham Park,Weston-Pelham Park (91),Neighbourhood Improvement Area,NIA,17825777
"5350159.01",2021S05075350159.01,"0159.01",0.4925,"35",26,78,2502289,26022804,,"110","110",Keelesdale-Eglinton West,Keelesdale-Eglinton West (110),Neighbourhood Improvement Area,NIA,17825969
"5350159.02",2021S05075350159.02,"0159.02",0.5785,"35",32,50,2502317,26022832,,"109","109",Caledonia-Fairbank,Caledonia-Fairbank (109),Not an NIA or Emerging Neighbourhood,NA,17825521
"5350159.02",2021S05075350159.02,"0159.02",0.5785,"35",32,66,2502301,26022816,,"091","091",Weston-Pelham Park,Weston-Pelham Park (91),Neighbourhood Improvement Area,NIA,17825777
"5350159.02",2021S05075350159.02,"0159.02",0.5785,"35",32,78,2502289,26022804,,"110","110",Keelesdale-Eglinton West,Keelesdale-Eglinton West (110),Neighbourhood Improvement Area,NIA,17825969
"5350225.01",2021S05075350225.01,"0225.01",0.9188,"35",22,47,2502320,26022835,,"159","159",Etobicoke City Centre,Etobicoke City Centre (159),Not an NIA or Emerging Neighbourhood,NA,17825473
"5350225.01",2021S05075350225.01,"0225.01",0.9188,"35",22,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350225.01",2021S05075350225.01,"0225.01",0.9188,"35",22,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350225.01",2021S05075350225.01,"0225.01",0.9188,"35",22,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350225.01",2021S05075350225.01,"0225.01",0.9188,"35",22,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350225.02",2021S05075350225.02,"0225.02",0.3045,"35",18,47,2502320,26022835,,"159","159",Etobicoke City Centre,Etobicoke City Centre (159),Not an NIA or Emerging Neighbourhood,NA,17825473
"5350225.02",2021S05075350225.02,"0225.02",0.3045,"35",18,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350225.02",2021S05075350225.02,"0225.02",0.3045,"35",18,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350260.04",2021S05075350260.04,"0260.04",0.1881,"35",6,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350260.05",2021S05075350260.05,"0260.05",0.2543,"35",3,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,150,2502217,26022732,,"005","005",Elms-Old Rexdale,Elms-Old Rexdale (5),Neighbourhood Improvement Area,NIA,17827121
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,151,2502216,26022731,,"004","004",Rexdale-Kipling,Rexdale-Kipling (4),Not an NIA or Emerging Neighbourhood,NA,17827137
"5350247.01",2021S05075350247.01,"0247.01",17.2448,"35",108,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350247.02",2021S05075350247.02,"0247.02",3.2287,"35",46,151,2502216,26022731,,"004","004",Rexdale-Kipling,Rexdale-Kipling (4),Not an NIA or Emerging Neighbourhood,NA,17827137
"5350247.02",2021S05075350247.02,"0247.02",3.2287,"35",46,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350247.02",2021S05075350247.02,"0247.02",3.2287,"35",46,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350248.04",2021S05075350248.04,"0248.04",1.4771,"35",24,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350248.05",2021S05075350248.05,"0248.05",1.1307,"35",23,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350248.05",2021S05075350248.05,"0248.05",1.1307,"35",23,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350281.01",2021S05075350281.01,"0281.01",0.9657,"35",36,73,2502294,26022809,,"115","115",Mount Dennis,Mount Dennis (115),Neighbourhood Improvement Area,NIA,17825889
"5350281.01",2021S05075350281.01,"0281.01",0.9657,"35",36,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350281.01",2021S05075350281.01,"0281.01",0.9657,"35",36,76,2502291,26022806,,"112","112",Beechborough-Greenbrook,Beechborough-Greenbrook (112),Neighbourhood Improvement Area,NIA,17825937
"5350281.01",2021S05075350281.01,"0281.01",0.9657,"35",36,123,2502244,26022759,,"030","030",Brookhaven-Amesbury,Brookhaven-Amesbury (30),Not an NIA or Emerging Neighbourhood,NA,17826689
"5350281.02",2021S05075350281.02,"0281.02",0.4129,"35",10,76,2502291,26022806,,"112","112",Beechborough-Greenbrook,Beechborough-Greenbrook (112),Neighbourhood Improvement Area,NIA,17825937
"5350281.02",2021S05075350281.02,"0281.02",0.4129,"35",10,123,2502244,26022759,,"030","030",Brookhaven-Amesbury,Brookhaven-Amesbury (30),Not an NIA or Emerging Neighbourhood,NA,17826689
"5350301.03",2021S05075350301.03,"0301.03",0.2736,"35",14,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350301.04",2021S05075350301.04,"0301.04",1.4262,"35",21,13,2502354,26022869,,"150","150",Fenside-Parkwoods,Fenside-Parkwoods (150),Not an NIA or Emerging Neighbourhood,NA,17824929
"5350301.04",2021S05075350301.04,"0301.04",1.4262,"35",21,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350301.04",2021S05075350301.04,"0301.04",1.4262,"35",21,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350301.04",2021S05075350301.04,"0301.04",1.4262,"35",21,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350263.03",2021S05075350263.03,"0263.03",1.5561,"35",19,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350263.04",2021S05075350263.04,"0263.04",0.6751,"35",17,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350263.04",2021S05075350263.04,"0263.04",0.6751,"35",17,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350305.01",2021S05075350305.01,"0305.01",2.4076,"35",36,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350306.01",2021S05075350306.01,"0306.01",1.1721,"35",31,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350306.01",2021S05075350306.01,"0306.01",1.1721,"35",31,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350306.02",2021S05075350306.02,"0306.02",1.1185,"35",43,10,2502357,26022872,,"153","153",Avondale,Avondale (153),Not an NIA or Emerging Neighbourhood,NA,17824881
"5350306.02",2021S05075350306.02,"0306.02",1.1185,"35",43,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350306.02",2021S05075350306.02,"0306.02",1.1185,"35",43,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350312.06",2021S05075350312.06,"0312.06",0.4584,"35",9,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350312.07",2021S05075350312.07,"0312.07",0.6223,"35",11,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350312.07",2021S05075350312.07,"0312.07",0.6223,"35",11,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350316.05",2021S05075350316.05,"0316.05",0.4047,"35",10,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350316.05",2021S05075350316.05,"0316.05",0.4047,"35",10,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350316.06",2021S05075350316.06,"0316.06",0.4052,"35",6,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350316.06",2021S05075350316.06,"0316.06",0.4052,"35",6,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350316.06",2021S05075350316.06,"0316.06",0.4052,"35",6,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350321.01",2021S05075350321.01,"0321.01",1.2567,"35",33,134,2502233,26022748,,"050","050",Newtonbrook East,Newtonbrook East (50),Not an NIA or Emerging Neighbourhood,NA,17826865
"5350321.01",2021S05075350321.01,"0321.01",1.2567,"35",33,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350321.02",2021S05075350321.02,"0321.02",1.2172,"35",21,134,2502233,26022748,,"050","050",Newtonbrook East,Newtonbrook East (50),Not an NIA or Emerging Neighbourhood,NA,17826865
"5350321.02",2021S05075350321.02,"0321.02",1.2172,"35",21,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350324.05",2021S05075350324.05,"0324.05",0.6557,"35",19,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350324.05",2021S05075350324.05,"0324.05",0.6557,"35",19,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350324.06",2021S05075350324.06,"0324.06",0.6561,"35",21,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350331.03",2021S05075350331.03,"0331.03",0.5097,"35",9,22,2502345,26022860,,"141","141",Golfdale-Cedarbrae-Woburn,Golfdale-Cedarbrae-Woburn (141),Neighbourhood Improvement Area,NIA,17825073
"5350331.03",2021S05075350331.03,"0331.03",0.5097,"35",9,23,2502344,26022859,,"140","140",Guildwood,Guildwood (140),Not an NIA or Emerging Neighbourhood,NA,17825089
"5350331.03",2021S05075350331.03,"0331.03",0.5097,"35",9,24,2502343,26022858,,"139","139",Scarborough Village,Scarborough Village (139),Neighbourhood Improvement Area,NIA,17825105
"5350331.04",2021S05075350331.04,"0331.04",1.1055,"35",18,23,2502344,26022859,,"140","140",Guildwood,Guildwood (140),Not an NIA or Emerging Neighbourhood,NA,17825089
"5350331.04",2021S05075350331.04,"0331.04",1.1055,"35",18,24,2502343,26022858,,"139","139",Scarborough Village,Scarborough Village (139),Neighbourhood Improvement Area,NIA,17825105
"5350351.01",2021S05075350351.01,"0351.01",0.9749,"35",23,34,2502333,26022848,,"125","125",Ionview,Ionview (125),Neighbourhood Improvement Area,NIA,17825265
"5350351.02",2021S05075350351.02,"0351.02",0.5669,"35",8,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350351.02",2021S05075350351.02,"0351.02",0.5669,"35",8,33,2502334,26022849,,"126","126",Dorset Park,Dorset Park (126),Emerging Neighbourhood,EN,17825249
"5350351.02",2021S05075350351.02,"0351.02",0.5669,"35",8,34,2502333,26022848,,"125","125",Ionview,Ionview (125),Neighbourhood Improvement Area,NIA,17825265
"5350351.02",2021S05075350351.02,"0351.02",0.5669,"35",8,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350353.03",2021S05075350353.03,"0353.03",0.4081,"35",15,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350353.03",2021S05075350353.03,"0353.03",0.4081,"35",15,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350353.04",2021S05075350353.04,"0353.04",0.6296,"35",11,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350353.04",2021S05075350353.04,"0353.04",0.6296,"35",11,35,2502332,26022847,,"124","124",Kennedy Park,Kennedy Park (124),Neighbourhood Improvement Area,NIA,17825281
"5350353.04",2021S05075350353.04,"0353.04",0.6296,"35",11,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350355.04",2021S05075350355.04,"0355.04",0.5752,"35",16,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350355.04",2021S05075350355.04,"0355.04",0.5752,"35",16,36,2502331,26022846,,"123","123",Cliffcrest,Cliffcrest (123),Not an NIA or Emerging Neighbourhood,NA,17825297
"5350363.04",2021S05075350363.04,"0363.04",1.1258,"35",23,27,2502340,26022855,,"135","135",Morningside,Morningside (135),Neighbourhood Improvement Area,NIA,17825153
"5350363.04",2021S05075350363.04,"0363.04",1.1258,"35",23,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350363.05",2021S05075350363.05,"0363.05",0.5046,"35",14,27,2502340,26022855,,"135","135",Morningside,Morningside (135),Neighbourhood Improvement Area,NIA,17825153
"5350363.05",2021S05075350363.05,"0363.05",0.5046,"35",14,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350376.11",2021S05075350376.11,"0376.11",0.4704,"35",13,16,2502351,26022866,,"147","147",L'Amoreaux West,L'Amoreaux West (147),Emerging Neighbourhood,EN,17824977
